Seccion,azul ,rojo ,naranja ,negro 
2246,5,51,16,1
2247,6,49,16,3
2247,4,54,15,3
2247,3,63,13,2
2247,5,55,15,2
2248,4,58,14,1
2248,5,56,16,2
2248,6,59,10,2
2248,6,62,14,2
2248,4,56,14,1
2249,8,54,12,2
2249,5,58,14,1
2249,6,63,10,2
2249,8,52,13,2
2249,5,59,12,1
2249,7,54,12,3
2250,8,65,14,1
2250,9,60,10,1
2250,14,50,11,2
2250,10,58,14,2
2251,9,64,11,1
2251,6,62,12,2
2252,7,65,12,1
2252,8,64,13,1
2253,2,66,11,3
2254,4,65,10,3
2254,9,60,8,3
2255,4,63,10,1
2255,5,64,11,2
2256,8,60,11,1
2256,11,62,12,1
2257,8,60,10,3
2257,8,59,11,0
2258,7,62,10,2
2259,13,59,9,2
2259,9,58,11,1
3036,6,55,18,2
3036,6,53,14,1
3036,9,53,16,2
3036,7,48,16,2
3036,4,61,15,2
3036,5,52,14,3
3037,8,51,17,1
3037,10,47,18,1
3037,7,47,20,2
3037,7,49,16,1
3037,6,46,19,2
3038,6,46,19,2
3038,4,50,18,2
3038,6,47,20,2
3039,6,51,19,1
3039,8,47,21,2
3040,5,61,13,1
3040,6,49,17,1
3040,7,53,14,1
3040,10,53,17,1
3040,6,53,17,3
3041,3,62,12,2
3041,4,60,9,2
3041,3,59,14,3
3042,2,68,11,2
3042,5,64,11,4
3042,3,68,15,2
3042,3,58,18,2
3043,3,68,10,1
3043,5,62,13,2
3044,4,69,9,2
3044,6,69,12,1
3044,5,66,10,2
3044,4,67,9,3
3044,5,70,9,1
3044,3,66,9,2
3044,4,67,10,1
3044,5,67,6,1
3044,5,70,11,1
3044,4,71,11,3
3044,5,70,10,2
3044,4,66,10,2
3044,5,69,10,1
3044,4,70,9,2
3044,5,69,10,2
3044,3,73,7,2
3044,5,67,8,2
3044,4,71,9,2
3044,5,69,10,2
3045,3,64,13,2
3045,3,63,14,2
3045,2,65,14,1
3045,2,65,12,3
3045,4,64,12,4
3045,3,58,17,3
4235,14,48,11,3
4235,16,44,8,2
4236,30,31,10,2
4236,25,37,8,2
4237,18,40,12,1
4237,21,42,8,2
4237,22,41,12,1
4238,26,38,8,2
4238,28,38,8,0
4238,27,37,10,1
4239,20,0,20,20
4239,24,36,9,2
4239,26,37,9,2
4240,29,36,9,0
4240,23,38,9,1
4240,27,39,8,2
4240,28,40,9,1
4242,12,41,10,2
4242,10,52,6,2
4243,22,38,10,1
4243,26,41,10,1
4244,22,44,9,2
4244,21,38,9,2
4245,22,44,9,1
4245,24,44,7,1
4245,25,45,7,1
6264,3,59,0,3
6264,2,55,11,2
6265,7,59,9,2
6265,8,56,14,2
6265,8,53,7,1
6266,7,54,13,2
6266,7,50,12,0
6267,6,52,14,1
6267,7,54,14,0
6267,5,53,12,3
6268,6,55,12,2
6268,6,55,13,3
6268,6,50,14,2
6269,7,53,10,3
6269,6,58,12,1
6270,8,56,8,2
6270,8,57,10,2
6271,4,55,8,3
6271,6,54,11,1
6272,6,56,6,2
6272,5,61,8,2
6272,7,57,11,2
6273,8,49,14,1
6273,6,47,13,1
6273,5,62,8,2
6273,5,52,11,2
6274,4,56,11,3
6274,4,63,9,1
6274,5,60,7,2
6274,5,59,8,2
6275,6,53,9,1
6275,6,53,16,1
6275,4,53,12,2
6276,6,54,13,2
6276,6,55,11,2
6276,6,55,12,1
6277,11,55,12,1
6277,10,54,11,3
6278,7,59,12,1
6279,12,54,7,1
6280,10,52,15,4
6280,8,52,13,3
6281,6,58,10,3
6281,8,52,11,2
6282,12,47,13,2
6283,9,56,13,1
6284,7,50,15,3
6285,9,47,13,3
6286,8,51,10,0
6287,13,56,11,1
6288,4,56,11,1
6288,5,48,14,0
6288,5,53,10,2
6289,5,56,12,1
6289,7,52,11,1
6291,12,2,46,2
6291,9,53,11,3
6291,10,52,8,1
6291,9,57,11,2
6291,10,52,3,1
6291,10,51,13,1
6292,10,52,12,1
6292,9,57,10,2
6292,10,51,12,1
6293,8,53,12,3
6294,10,47,16,2
6295,13,47,13,2
6296,12,42,11,2
6297,6,44,14,3
6298,7,53,13,3
6299,9,51,12,1
6300,14,48,10,2
6301,16,46,13,3
6302,8,56,12,2
6303,11,51,10,2
6303,12,47,9,2
6304,11,58,10,1
6305,7,54,16,0
6306,15,42,19,1
6306,11,45,14,2
6307,10,52,10,2
6307,5,54,13,2
6307,8,54,10,1
6307,10,52,13,2
6308,12,48,11,1
6308,12,47,11,3
6308,16,47,10,3
6309,11,51,16,2
6309,8,55,10,2
6310,16,49,9,1
6310,11,53,9,1
6310,12,45,12,1
6311,21,39,11,1
6311,23,49,4,2
6311,19,43,13,1
6311,19,40,14,1
6311,21,41,14,1
6311,22,48,9,1
6312,9,54,12,2
6313,15,47,11,2
6314,8,52,13,1
6315,7,59,11,2
6315,13,32,15,2
6316,10,48,13,2
6316,13,54,13,2
6317,10,53,9,3
6317,5,55,11,4
6318,11,50,14,0
6318,11,56,6,0
6318,6,58,12,2
6318,16,43,11,2
6319,10,51,11,2
6320,14,49,12,3
6320,11,56,10,1
6321,8,57,9,3
6322,9,49,13,0
6322,12,48,10,1
6323,13,40,13,2
6324,10,46,20,2
6325,8,49,16,2
6326,11,53,14,2
6327,10,60,12,2
6328,10,50,12,2
6329,12,48,15,1
6330,13,49,10,2
6331,16,39,13,3
6332,10,60,10,1
6333,13,55,9,1
6334,8,52,11,1
6335,7,53,15,2
6336,11,50,14,1
6337,11,47,16,1
6338,9,52,18,1
6338,12,43,17,3
6339,11,44,11,2
6340,6,57,15,0
6340,7,55,13,1
6341,9,52,13,1
6342,14,43,16,0
6343,14,56,12,1
6343,11,54,10,1
6344,9,45,13,1
6345,9,43,18,0
6346,12,45,9,2
6347,12,53,13,1
6347,11,47,18,1
6348,10,52,13,2
6349,10,31,22,4
6350,12,50,13,3
6351,12,51,13,2
6546,14,43,11,2
6547,16,48,10,1
6547,17,50,14,2
6547,17,44,17,2
6548,24,44,7,1
6548,22,37,10,1
6549,24,31,9,0
6549,28,36,9,2
6549,32,33,14,1
6549,30,38,11,1
6550,23,43,14,1
6550,22,44,11,2
6550,27,40,9,1
6550,32,37,10,0
6551,15,43,14,2
6551,20,45,11,1
6551,18,44,12,1
6551,17,47,11,1
6552,11,47,14,1
6552,8,51,14,1
6552,10,54,11,1
6553,31,35,10,1
6553,36,35,9,2
6554,10,57,12,0
6554,11,52,11,2
6554,12,56,12,1
6554,11,51,11,2
6555,10,55,11,1
6555,11,54,9,2
6555,8,55,12,1
6555,10,54,13,2
6555,10,53,8,1
6555,10,52,10,1
6556,11,51,10,1
6556,14,48,10,2
6556,10,44,15,2
6557,11,50,8,2
6557,9,52,12,1
6557,8,54,10,1
6558,20,48,10,0
6558,23,44,10,2
6559,4,57,7,3
6560,18,45,9,2
6560,17,45,15,2
6561,18,43,15,1
6561,14,52,10,1
6561,15,51,16,2
6562,15,50,12,2
6562,15,49,12,0
6562,19,47,12,2
6563,24,41,13,0
6563,16,45,14,3
6564,17,49,12,3
6564,19,45,14,1
6565,19,47,10,2
6565,21,41,11,1
6565,21,45,10,2
6565,17,49,11,1
6566,13,52,10,2
6566,14,47,13,1
6566,11,50,12,0
6566,12,59,13,1
6567,18,46,13,2
6567,15,48,12,3
6567,16,47,13,2
6568,11,48,14,2
6568,12,49,15,2
6568,15,47,11,2
6569,16,47,14,1
6569,21,51,11,1
6569,15,51,15,1
6569,14,47,15,1
6570,11,50,14,1
6570,12,50,11,2
6570,9,52,11,2
6571,12,53,13,2
6571,12,50,11,2
6571,11,55,16,2
6571,10,55,10,2
6572,8,50,13,2
6572,5,55,11,2
6573,13,46,14,2
6573,14,46,14,2
6573,11,52,12,1
6573,13,51,12,2
6573,11,48,11,1
6574,13,52,10,2
6574,7,54,11,2
6574,8,52,13,3
6574,11,49,16,2
6575,11,44,14,3
6575,10,56,10,2
6575,10,49,13,1
6575,10,49,10,1
6575,13,49,12,2
6576,14,51,10,1
6576,11,47,13,2
6576,15,44,14,1
6576,15,52,12,1
6577,9,50,15,2
6577,13,47,13,2
6577,12,47,10,3
6578,15,41,12,1
6578,11,50,13,3
6578,11,53,14,2
6578,14,54,10,2
6579,20,40,15,1
6579,17,44,13,1
6579,18,47,13,2
6579,16,46,13,1
6579,19,47,11,2
193,8,47,14,2
193,8,51,12,1
194,4,52,16,3
194,4,55,14,2
194,6,53,12,3
194,6,53,10,2
195,3,64,12,1
195,4,58,12,2
195,2,66,10,1
196,3,55,13,2
196,5,53,18,1
197,6,46,16,3
197,6,43,17,2
198,9,52,14,1
198,9,47,17,0
199,14,39,12,2
199,14,43,14,1
200,10,47,14,0
200,17,45,10,2
201,6,51,12,1
201,4,57,12,2
201,4,51,15,1
202,5,53,12,2
202,4,56,14,1
202,2,59,14,1
202,4,54,13,2
203,3,56,11,1
203,3,60,12,4
204,5,53,14,2
204,5,58,10,2
205,7,52,15,2
205,6,49,11,0
206,10,52,12,0
206,10,52,10,0
207,6,57,13,2
207,5,49,12,1
207,4,57,15,1
207,5,59,12,2
208,4,56,13,2
208,6,56,11,2
208,4,65,10,1
209,4,61,9,2
209,4,57,10,3
209,3,56,14,1
209,3,56,11,2
210,5,55,15,1
210,3,56,10,2
210,3,56,14,3
210,4,50,13,3
211,3,60,10,2
211,4,58,14,2
211,4,59,14,2
212,5,59,13,1
212,3,59,13,3
212,3,65,11,1
212,3,62,11,2
212,6,48,14,4
213,2,56,12,2
213,2,60,13,2
213,3,59,12,3
214,2,50,9,2
214,3,48,14,2
214,1,53,12,3
215,4,64,11,2
215,2,63,15,1
215,3,59,9,2
215,4,59,12,2
216,2,57,14,2
216,1,65,12,2
216,2,59,11,3
217,4,50,13,2
217,2,50,10,2
217,3,48,15,2
218,4,49,9,4
218,3,52,12,3
218,3,49,11,4
218,3,52,16,2
456,2,53,10,1
456,3,54,13,2
456,4,58,12,2
456,4,50,13,2
457,5,47,13,0
457,4,47,14,2
457,2,54,13,1
458,3,48,14,2
458,4,49,12,2
458,4,51,11,1
459,2,51,12,2
459,2,50,11,2
460,4,45,14,2
460,3,48,12,2
460,4,43,16,3
461,14,41,10,3
462,10,50,10,1
462,8,48,9,2
463,2,43,8,2
463,4,40,13,1
463,3,47,9,3
463,4,47,9,3
464,4,52,11,2
464,3,52,9,2
464,1,49,12,1
464,2,52,12,2
464,4,46,8,2
465,2,45,8,2
465,3,50,10,3
465,4,39,8,2
466,2,52,9,2
466,3,56,9,2
466,1,46,5,2
467,2,51,7,2
467,2,57,6,3
467,1,64,7,2
468,1,61,5,0
468,3,50,8,3
468,2,53,5,4
490,6,51,16,2
490,4,44,20,2
490,6,48,16,3
490,3,50,15,1
491,4,48,17,3
491,4,50,18,2
491,3,57,16,1
492,3,50,17,1
493,6,47,19,4
493,3,47,21,2
494,2,49,17,2
494,3,50,20,2
648,4,47,19,1
648,3,55,17,1
648,3,51,17,2
648,4,52,16,1
649,4,54,15,1
649,5,52,15,2
649,4,58,13,1
650,7,54,12,2
650,6,54,17,2
650,7,48,17,3
650,5,53,15,1
651,5,49,18,2
651,7,50,17,1
651,6,56,13,0
652,6,52,14,1
652,8,54,16,2
652,7,59,12,1
653,4,56,13,2
653,4,57,15,1
653,4,54,13,2
1952,5,33,9,2
1952,5,33,8,2
1952,4,37,13,2
1952,5,27,10,3
1952,5,34,13,2
1953,6,43,10,3
1953,4,36,0,3
1953,4,31,11,2
1953,4,32,10,2
1954,3,45,12,1
1954,1,49,11,1
1955,1,26,6,4
1955,1,30,9,2
2149,5,60,9,2
2149,2,59,7,2
2149,3,57,7,1
2149,3,58,6,3
2149,4,58,9,3
2149,3,57,6,2
2149,4,55,9,2
2150,5,63,7,1
2150,4,60,8,2
2150,3,56,9,3
2150,3,62,8,2
2150,5,55,6,1
2150,4,60,4,2
2150,4,59,10,0
2151,3,51,6,2
2151,3,50,7,2
2151,3,50,5,3
2151,0,51,7,4
2152,4,44,10,3
2152,2,51,8,3
2152,2,46,7,4
2153,2,35,9,2
2153,3,40,6,3
2153,3,42,7,3
2153,4,37,9,3
2154,5,58,9,3
2154,4,55,8,3
2154,5,51,11,3
2154,3,57,9,4
2154,5,57,11,1
2154,3,62,9,2
2157,3,55,11,3
2157,3,53,11,2
2159,4,61,8,2
2159,4,60,11,2
2159,5,58,9,2
2159,7,58,10,2
2159,3,63,10,1
2159,2,62,10,1
2159,5,59,10,3
2159,4,57,13,1
2160,4,52,10,2
2160,3,57,8,3
2160,6,50,10,2
2161,4,53,8,3
2161,4,54,8,2
2161,4,50,8,4
2161,3,45,10,2
2162,4,52,11,2
2162,5,42,10,2
2162,4,50,10,2
2162,4,45,12,3
2162,5,46,14,2
2162,3,51,9,2
2162,4,52,11,3
2162,4,51,7,1
2162,4,41,12,4
2162,3,56,9,2
2378,2,53,11,1
2378,5,53,9,1
2378,3,55,11,1
2379,3,55,10,2
2379,5,57,9,2
2379,4,58,11,1
2380,4,53,11,2
2380,3,63,5,1
2380,3,57,11,1
2380,2,57,12,3
2380,3,60,9,2
2381,4,62,11,1
2381,3,64,9,2
2381,1,61,11,1
2381,1,62,10,2
2381,3,69,6,1
2382,5,55,10,2
2382,5,57,9,1
2382,4,53,13,1
2383,4,58,9,2
2383,3,51,8,2
2383,2,64,6,1
2383,2,61,8,3
2384,1,64,7,4
2384,1,69,8,2
2384,1,66,8,3
2384,1,64,8,4
2384,0,66,8,2
2385,1,66,6,2
2385,1,71,7,3
2385,0,63,9,3
2385,1,67,6,3
3927,3,48,16,1
3927,4,49,19,2
3927,3,51,15,1
3928,2,49,13,2
3928,6,50,14,1
3929,3,49,16,2
3929,3,50,13,1
3929,3,49,15,1
3929,3,51,18,1
3930,3,49,16,2
3930,7,50,16,2
3930,5,50,14,0
3931,2,46,16,1
3931,5,49,13,1
3931,4,49,14,1
3932,2,44,15,2
3932,3,50,14,1
3932,4,44,17,2
3932,3,47,14,2
3933,4,47,18,0
3933,9,48,13,1
3933,6,49,15,1
3934,3,52,11,3
3934,5,51,8,2
3934,4,48,13,3
3935,2,50,12,3
3935,3,49,11,1
3935,2,57,11,1
3936,1,58,8,2
3936,3,60,9,2
3936,1,63,7,2
3937,2,62,10,2
3937,1,61,13,2
3938,4,45,16,2
3938,5,53,11,1
3938,2,54,15,1
3939,1,70,7,2
4326,7,41,14,2
4326,5,43,17,2
4326,7,43,15,1
4326,4,43,15,2
4327,7,37,14,2
4327,5,38,18,3
4327,5,39,20,1
4327,6,37,19,3
4327,5,44,20,3
4327,6,43,14,1
4327,7,39,16,2
4328,3,50,13,3
4328,4,48,13,1
4328,4,49,12,3
4328,3,55,14,2
4329,6,45,15,2
4329,6,48,14,1
4330,22,25,19,3
4466,14,41,15,2
4466,14,45,13,2
4466,17,42,13,1
4467,11,39,11,2
4467,14,39,10,1
4467,11,36,12,1
4468,18,37,11,3
4468,15,36,12,2
4468,15,34,12,3
4469,7,39,17,3
4469,7,42,13,1
4469,8,45,15,3
4469,8,42,16,2
4470,7,47,13,2
4470,8,44,15,1
4470,5,51,12,1
4556,5,53,16,3
4556,4,54,16,2
4556,9,48,12,5
4556,5,51,12,4
4557,5,52,13,2
4557,5,51,15,2
4558,5,53,14,2
4558,5,53,20,1
4558,6,50,18,1
4559,4,47,18,3
4559,6,49,21,2
4559,5,48,21,4
4559,5,52,19,2
4560,4,53,12,3
4560,6,48,16,2
4561,3,55,15,2
4561,5,58,12,2
4561,4,59,13,2
4562,3,49,20,7
4562,3,55,16,4
4562,3,53,18,1
4563,10,44,18,2
4563,6,43,18,5
4563,8,44,17,3
4736,10,51,10,2
4736,11,43,16,1
4736,7,43,16,2
4737,6,51,15,3
4737,5,60,14,1
4737,8,60,13,1
4737,7,53,14,2
4738,10,48,16,2
4738,7,59,11,3
4738,7,52,16,1
4738,5,56,14,3
4739,12,48,16,2
4739,9,52,13,2
4739,9,48,15,2
4740,6,55,14,2
4740,7,58,17,1
4740,10,51,14,3
4740,7,57,15,4
4741,3,56,16,2
4741,5,52,20,2
4741,3,57,14,7
4741,5,57,15,2
4742,4,57,13,1
4742,3,58,8,3
4742,4,54,14,1
4742,3,59,12,1
4743,8,50,13,2
4743,6,53,13,1
4743,4,49,15,7
4743,5,55,14,2
4744,5,56,14,2
4744,6,51,15,1
4744,2,62,11,2
4744,6,51,15,1
4745,4,61,14,2
4745,3,60,15,2
4745,4,58,14,2
4745,2,59,14,2
4746,6,51,16,3
4746,6,56,15,2
4747,3,61,12,2
4747,3,62,14,3
4748,5,61,16,3
4748,3,56,21,1
4749,4,60,14,1
4749,6,58,14,2
4750,3,59,14,2
4750,4,64,14,1
4750,3,59,15,2
4750,4,58,14,2
4751,4,58,19,2
4751,5,52,16,3
4751,5,61,16,2
4752,6,51,17,2
4752,9,54,12,1
4752,5,57,14,2
4753,13,44,17,1
4753,13,52,15,1
4754,9,48,16,1
4754,9,53,15,2
4754,11,51,17,2
4755,5,55,17,1
4755,4,61,15,1
4755,4,57,16,1
4756,5,48,24,2
4756,6,48,15,1
6109,14,49,15,1
6110,16,42,14,3
6110,13,50,12,2
6111,6,50,13,2
6111,9,51,10,1
6112,12,46,16,1
6112,11,51,16,2
6113,11,46,12,3
6113,9,54,13,1
6114,9,58,11,2
6114,10,51,14,4
6115,11,43,17,2
6115,10,45,14,0
6116,7,53,15,2
6116,9,58,11,2
6117,14,44,11,2
6117,7,49,14,3
6127,12,49,12,2
6127,11,49,13,2
6128,12,52,10,2
6128,11,54,11,2
6129,8,52,14,3
6129,11,67,0,0
6129,8,56,11,1
6130,11,53,15,1
6131,15,39,21,1
6131,7,51,13,2
6137,13,50,13,1
6137,10,48,14,1
6138,10,55,11,1
6139,13,49,13,2
6140,15,45,13,1
6140,12,45,15,3
6141,5,55,14,2
6141,8,47,13,3
6142,7,49,13,2
6142,4,58,14,3
6143,9,54,15,1
6144,5,60,9,2
6145,5,60,9,2
6145,5,65,6,2
6146,5,63,9,1
6146,6,60,8,2
6147,7,55,7,4
6147,6,61,10,2
6148,1,64,7,2
6148,4,52,10,3
6148,3,51,11,2
6149,4,59,11,3
6149,4,64,9,3
6150,6,60,12,0
6151,4,64,9,1
6151,6,60,8,2
6152,5,65,10,3
6153,6,53,11,3
6154,7,54,13,3
6155,4,62,13,1
6156,3,60,11,2
6157,6,65,10,2
6158,4,60,10,1
6159,5,59,11,2
6160,4,48,14,3
6160,5,59,9,3
6161,2,61,9,2
6161,4,60,9,2
6161,4,59,11,3
6162,7,57,11,2
6163,5,52,11,3
6164,5,58,10,2
6165,3,64,14,2
6165,3,62,12,2
6166,7,59,11,2
6167,4,60,13,2
6168,4,64,11,2
6169,3,59,12,2
6169,7,55,13,2
6170,3,56,14,3
6170,3,58,9,1
6761,3,62,14,1
6761,3,60,9,4
6762,2,66,7,1
6762,6,59,10,4
6763,3,62,12,2
6763,5,61,10,2
6763,5,58,10,1
6763,6,58,9,2
6764,7,55,10,1
6764,7,52,10,1
6764,7,52,9,1
6764,6,58,9,2
250,29,38,8,1
250,24,38,8,2
250,31,34,8,3
279,77,8,2,1
279,79,9,0,0
374,55,23,5,1
374,56,24,6,2
374,59,21,4,1
375,23,51,7,3
375,27,45,9,2
375,27,48,8,2
376,48,25,8,1
376,52,25,8,1
377,21,46,10,1
377,22,48,7,3
377,25,47,9,1
378,22,50,5,2
378,20,50,7,2
378,22,52,6,1
379,56,23,5,2
379,52,26,4,1
379,54,26,5,0
379,52,26,7,1
380,57,21,5,1
380,54,23,5,1
381,58,23,4,1
381,57,20,8,1
381,57,19,6,1
381,53,22,7,1
382,56,21,6,1
382,55,23,4,2
391,51,23,6,1
391,46,28,8,2
399,24,46,8,2
399,13,52,10,2
399,17,51,11,2
399,19,48,11,3
399,20,46,10,4
399,19,41,16,4
400,61,19,3,0
400,69,16,3,0
400,64,18,2,1
400,68,14,4,1
400,61,19,3,1
401,17,46,9,4
401,23,43,9,3
401,20,46,10,3
401,19,45,10,2
401,18,52,8,3
403,54,22,6,0
403,60,17,5,1
403,58,21,4,1
404,55,24,7,1
404,52,23,5,1
405,34,29,10,2
405,35,37,5,2
405,33,35,11,2
406,59,16,7,0
406,56,20,7,0
406,57,21,3,2
407,33,42,6,1
407,28,41,5,3
408,28,40,12,3
408,29,39,9,2
408,31,39,9,4
408,30,37,8,3
409,56,20,4,2
409,56,18,5,1
409,60,19,5,1
410,26,41,8,1
410,26,39,8,3
410,23,47,8,2
410,30,38,6,2
410,28,40,6,3
411,38,34,5,1
411,44,31,6,2
411,33,35,6,2
411,41,30,8,1
411,40,30,5,2
412,75,9,2,0
412,74,9,2,0
413,73,11,3,1
413,72,12,3,1
414,73,11,2,1
414,72,10,3,1
415,18,43,10,3
415,18,41,11,4
2572,19,42,7,2
2572,18,50,9,1
2572,20,45,6,1
2573,57,21,5,1
2573,56,18,7,1
2574,47,31,7,2
2574,49,26,8,1
2575,58,17,4,2
2575,54,18,7,1
2576,43,22,4,0
2576,49,24,6,2
2576,46,26,5,2
2577,54,22,6,1
2577,45,25,7,3
2578,30,41,7,1
2578,26,47,5,2
2579,52,26,3,3
2579,49,24,6,1
2580,32,36,8,1
2580,29,41,8,1
2581,46,28,6,1
2581,44,28,5,2
2593,24,43,8,4
2593,19,47,10,1
2594,19,35,25,2
2594,19,48,10,2
2595,30,38,7,2
2595,30,37,10,1
2596,30,40,7,3
2596,24,48,6,2
2596,29,40,7,1
2723,72,11,2,1
2723,74,11,3,0
2723,73,11,3,1
2723,65,16,2,1
2723,72,13,2,0
2724,69,14,2,1
2724,70,11,2,0
2725,71,11,4,1
2725,69,16,2,1
2726,70,14,2,2
2727,68,16,4,1
2728,66,16,3,1
2728,65,20,4,1
2729,67,15,3,1
2729,71,13,4,1
2730,72,14,2,1
2730,69,13,3,0
2731,52,17,5,1
2731,46,23,7,3
2732,68,15,4,1
2732,64,15,2,0
2733,62,19,2,1
2733,66,15,5,1
2734,71,14,3,1
2734,73,11,2,1
2735,66,15,3,2
2735,71,12,2,2
2736,66,13,2,2
2736,69,13,4,0
2737,69,13,3,1
2737,65,14,5,1
2737,65,16,3,0
2738,63,16,6,0
2738,63,15,3,1
2739,66,14,3,1
2739,66,13,4,2
2740,68,15,4,1
2740,69,11,7,0
2741,74,10,3,1
2741,75,9,3,1
2742,74,11,1,1
2742,77,9,2,1
2743,74,12,1,1
2743,76,11,2,1
2744,70,12,2,1
2744,72,13,2,1
2745,74,13,2,0
2745,66,18,4,1
2746,49,26,5,1
2746,50,26,6,1
2747,58,23,5,1
2747,56,20,6,1
2747,61,17,5,1
2748,65,15,4,2
2749,68,15,3,0
2749,69,14,3,1
2750,62,16,3,3
2751,44,29,8,2
2751,38,32,9,1
2752,73,11,2,0
2752,70,12,3,0
2753,68,13,2,1
2753,69,15,3,0
2753,70,12,2,1
2754,66,16,2,0
2754,66,15,3,2
2755,67,16,2,2
2755,64,16,4,1
2756,62,17,4,1
2756,65,16,3,1
2757,73,13,3,1
2758,70,12,2,1
2758,75,12,3,0
2759,70,14,2,1
2759,69,14,2,1
2760,72,11,3,1
2760,76,12,2,1
2761,23,42,9,1
2761,23,46,7,2
2761,26,45,8,1
2761,20,40,11,2
2762,17,51,12,1
2762,22,44,9,2
2762,23,49,10,2
2762,20,49,7,2
2763,22,41,9,2
2763,17,49,7,1
2763,19,43,12,2
2763,19,46,7,1
2764,22,47,10,2
2764,23,40,10,2
2764,18,50,7,2
2764,20,46,8,2
2765,22,45,11,1
2765,19,51,9,2
2765,27,43,6,2
2766,15,52,8,3
2766,17,51,6,3
2767,10,47,11,3
2767,14,53,11,2
2767,7,59,9,3
2768,17,42,12,4
2768,16,42,11,3
2768,17,51,9,3
2768,20,43,12,4
2768,14,46,12,3
2768,16,47,9,2
2768,15,45,10,5
2769,15,52,10,1
2769,19,45,8,4
2769,15,50,10,2
2769,14,50,11,3
2770,14,50,9,3
2770,16,50,10,2
2770,18,48,12,3
2770,19,49,10,2
2771,15,51,12,3
2771,3,59,2,3
2771,16,54,7,3
2771,15,47,9,3
2772,14,47,11,2
2772,14,52,11,3
2772,12,43,15,2
2772,14,50,13,1
2772,17,44,11,2
2772,20,39,11,4
2772,11,52,12,3
2773,15,45,14,5
2773,10,48,15,4
2773,16,43,10,4
2773,16,46,8,4
2773,10,44,10,2
2773,18,38,14,3
2774,20,41,9,3
2774,16,50,9,2
2774,14,54,7,4
2774,21,42,8,3
2774,19,50,10,2
2775,15,53,11,4
2775,10,52,12,3
2775,17,47,11,4
2775,14,47,13,4
2776,16,50,9,3
2776,11,55,9,2
2776,14,54,10,1
2776,14,53,8,2
2777,52,28,3,1
2777,49,28,4,1
2777,48,27,6,2
2778,26,45,7,3
2778,26,39,11,0
2778,25,42,10,1
2779,40,29,7,1
2779,42,22,9,2
2779,41,28,10,2
2780,71,14,3,1
2780,71,12,3,1
2780,63,18,5,1
2781,72,12,2,1
2781,77,9,2,1
2782,75,9,3,0
2782,75,9,2,2
2783,77,9,1,1
2783,72,9,3,0
2784,73,9,3,2
2784,67,13,5,1
2785,79,7,2,0
2785,76,10,2,1
2786,73,12,4,1
2786,69,11,3,1
2787,67,14,2,1
2788,68,16,3,1
2788,65,16,3,0
2789,37,34,5,1
2789,32,37,6,2
2790,68,13,4,1
2790,64,16,4,1
2791,67,15,3,1
2792,69,12,3,0
2792,67,13,5,2
2793,70,14,3,1
2793,66,13,6,2
2794,62,20,3,0
2795,60,24,3,0
2795,61,17,4,1
2796,60,18,4,0
2796,56,17,7,2
2796,54,17,7,1
2797,72,11,3,1
2797,82,2,2,1
2797,67,15,3,0
2798,65,16,3,0
2798,63,17,3,1
2799,61,16,4,1
2799,67,14,6,1
2800,67,14,2,1
2800,60,21,4,1
2801,10,58,11,2
2801,1,54,14,2
2801,11,47,12,0
2801,10,53,10,3
2801,12,55,14,3
2801,17,50,11,1
2802,11,57,8,2
2802,12,53,11,3
2802,11,51,12,3
2803,15,49,11,2
2803,12,55,9,3
2803,14,48,14,3
2803,15,47,14,2
2804,13,49,13,3
2804,11,48,10,4
2804,11,55,10,2
2804,9,52,13,3
2804,12,52,11,3
2804,14,51,9,3
2804,11,49,10,3
2804,18,46,8,2
2804,13,48,14,2
2805,23,49,10,2
2805,20,44,9,2
2805,24,46,7,2
2805,22,43,9,2
2805,19,48,10,2
2805,24,42,9,2
2806,56,20,6,1
2806,55,22,4,1
2807,61,16,5,1
2807,61,19,5,1
2808,67,15,2,2
2808,60,17,5,2
2809,70,12,3,0
2809,64,14,4,1
2810,61,18,4,1
2810,58,23,4,0
2811,71,12,3,2
2811,66,13,6,1
2812,62,18,3,1
2812,66,16,4,2
2813,45,27,4,2
2813,48,35,8,0
2813,46,29,6,3
2813,46,25,7,0
2813,46,26,5,1
2814,71,13,2,1
2814,68,12,2,1
2815,70,11,3,2
2815,66,12,3,1
2816,60,17,4,2
2816,65,13,5,1
2817,70,15,1,1
2817,66,14,2,2
2818,73,12,3,1
2819,22,49,9,2
2819,17,52,8,2
2820,16,54,8,2
2820,22,42,7,2
2821,19,54,7,2
2821,24,50,8,2
2822,14,50,12,2
2822,15,50,10,2
2823,19,53,6,1
2823,16,57,9,3
2824,14,56,10,2
2824,21,48,11,1
2825,72,13,2,1
2825,66,15,4,1
2826,69,13,1,0
2826,68,13,5,1
2827,68,12,4,2
2827,67,13,3,1
2828,67,13,3,1
2829,68,15,2,1
2829,68,15,2,1
2830,70,13,2,0
2830,66,15,4,0
2831,68,15,2,1
2831,68,16,4,1
2831,68,18,2,0
2832,59,16,2,1
2833,69,16,1,1
2834,28,42,7,1
2834,36,35,6,2
2834,30,36,8,1
2835,28,44,9,2
2835,23,48,6,2
2835,25,46,10,2
2835,27,46,8,3
2836,66,15,3,2
2837,33,43,7,1
2837,25,44,10,2
2837,30,38,10,1
2838,50,27,4,1
2838,49,25,8,1
